address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan
"Frejgatan 37, 3tr",6500000,3477.0,2023-03-30,67.0,2.0,1,0,0,1,0,0,0,0,0,1
"Svedbergsplan 4, 6 tr.",4905000,1145.0,2023-03-30,51.0,2.0,1,0,0,1,0,1,0,0,0,0
"Roslagsgatan 47, 1,5tr",4350000,2568.0,2023-03-30,46.0,2.0,1,0,0,0,0,0,0,0,0,1
Franzéngatan 74,5870000,3103.0,2023-03-30,60.0,2.0,1,0,0,1,0,1,0,0,0,0
Duvnäsgatan 5,8600000,3395.0,2023-03-29,83.0,4.0,1,0,0,0,0,0,0,0,1,0
Gotlandsgatan 60,4370000,2649.0,2023-03-29,44.0,1.5,1,0,0,1,0,0,0,0,1,0
"Katarina Bangata 66, vån 5",6150000,3561.0,2023-03-29,65.0,2.0,1,0,0,0,0,0,0,0,1,0
"Samaritgränd 3, 4 tr",4400000,2534.0,2023-03-29,42.0,2.0,1,0,0,0,0,0,0,0,1,0
Celsiusgatan 8,3930000,2105.0,2023-03-29,41.0,2.0,1,0,0,0,0,1,0,0,0,0
Lokstallsgatan 6,3995000,1845.0,2023-03-29,39.0,2.0,1,0,0,0,0,0,0,0,0,1
"Lilla Erstagatan 6, 3tr",16600000,7711.0,2023-03-29,152.0,5.0,1,0,0,1,0,0,0,0,1,0
"Tegnérgatan 19, 3tr",3050000,1198.0,2023-03-29,21.0,1.0,1,0,0,1,0,0,0,0,0,1
Hantverkargatan 37,3975000,1390.0,2023-03-29,36.0,2.0,1,0,0,1,0,1,0,0,0,0
Upplandsgatan 67A,9100000,4338.0,2023-03-29,75.0,3.0,1,0,0,1,0,0,0,0,0,1
"Bråvallagatan 9B, 4tr",3700000,2027.0,2023-03-29,34.0,1.0,1,0,0,0,0,0,0,0,0,1
Högbergsgatan 59,7290000,4380.0,2023-03-29,71.0,3.0,1,0,0,0,0,0,0,0,1,0
Karlbergsvägen 37B,4800000,840.0,2023-03-29,37.0,2.0,0,0,0,0,0,0,0,0,0,1
Valhallavägen 131,2970000,1116.0,2023-03-29,23.0,1.0,1,0,0,1,0,0,0,1,0,0
Starrängsringen 25,6200000,2932.0,2023-03-29,58.0,2.0,1,0,0,1,1,0,0,0,0,0
Katarina Bangata 62,3350000,2244.0,2023-03-29,36.0,2.0,1,0,0,0,0,0,0,0,1,0
Fleminggatan 35,9750000,3679.0,2023-03-29,100.0,3.0,1,0,0,1,0,1,0,0,0,0
"Alsnögatan 22, 1tr",6350000,4800.0,2023-03-29,78.6,3.0,1,0,0,1,0,0,0,0,1,0
"Erik Dahlbergsgatan 71, 5 tr",6225000,3622.0,2023-03-29,70.0,3.0,1,0,0,1,1,0,0,0,0,0
"Öregrundsgatan 15, 3tr",4650000,2927.0,2023-03-29,60.5,2.0,1,0,0,1,0,0,0,1,0,0
Frejgatan 49,11700000,2826.0,2023-03-29,103.0,4.0,1,0,0,1,0,0,0,0,0,1
Nybrogatan 73,18500000,2324.0,2023-03-29,107.0,3.0,1,0,0,1,0,0,0,1,0,0
Love Almqvists väg 4B,3360000,3243.0,2023-03-29,38.0,2.0,1,0,0,1,0,1,0,0,0,0
"Blekingegatan 12, 2tr",3750000,2386.0,2023-03-29,36.0,2.0,1,0,0,0,0,0,0,0,1,0
"Eastmansvägen 11, 6tr",16220000,5277.0,2023-03-29,120.0,5.0,1,0,0,1,0,0,0,0,0,1
"Åsögatan 181, 4tr",5490000,2346.0,2023-03-29,49.0,2.0,1,0,0,1,0,0,0,0,1,0
"Sandelsgatan 35, 2 tr",4510000,2198.0,2023-03-29,41.0,2.0,1,0,0,1,1,0,0,0,0,0
"Folkskolegatan 12, 1 tr",3650000,3176.0,2023-03-29,41.0,1.0,1,0,0,0,0,0,0,0,1,0
Hagaesplanaden 74,4750000,2899.0,2023-03-29,46.5,2.0,1,0,0,1,0,0,0,0,0,1
"Ingemarsgatan 4, 4tr",8700000,4375.0,2023-03-29,99.0,4.0,1,0,0,1,0,0,0,0,0,1
"Alströmergatan 32 I, 2 tr",7450000,5141.0,2023-03-29,89.0,4.5,1,0,0,1,0,1,0,0,0,0
Nina Einhorns Gata 10,6200000,4130.0,2023-03-29,71.0,3.0,1,0,0,1,0,0,0,0,0,1
Dalagatan 35A,6425000,2824.0,2023-03-29,54.0,3.0,1,0,0,0,0,0,0,0,0,1
"Ernst Ahlgrens Väg 10, 1,5tr",3700000,2282.0,2023-03-29,41.0,2.0,0,0,0,1,0,1,0,0,0,0
Bergsundsgatan 4,2775000,1084.0,2023-03-29,26.0,1.0,1,1,0,0,0,0,0,0,1,0
Fatburs Brunnsgata 18,5180000,3334.0,2023-03-29,61.0,2.0,1,0,0,1,0,0,0,0,1,0
"Rålambshovsleden 38, 6tr",7945000,4686.0,2023-03-29,84.0,3.0,1,0,0,1,0,1,0,0,0,0
Nackagatan 20,5810000,5649.0,2023-03-29,75.5,3.0,1,0,0,1,0,0,0,0,1,0
Kocksgatan 58,4250000,1993.0,2023-03-29,46.0,2.0,0,1,0,0,0,0,0,0,1,0
Kronobergsgatan 25 Lgh 1204,7025000,5221.0,2023-03-29,86.0,3.0,1,0,0,1,0,1,0,0,0,0
Valhallavägen 42,5495000,2483.0,2023-03-28,52.0,2.0,1,0,0,1,0,0,0,1,0,0
"Dalagatan 70, 1tr. ",9900000,3960.0,2023-03-28,80.5,3.0,0,0,0,1,0,0,0,0,0,1
Ulriksborgsgatan 16,7500000,4391.0,2023-03-28,97.0,4.0,1,0,0,1,0,1,0,0,0,0
"Sankt Eriksgatan 84, 1tr",5900000,1909.0,2023-03-28,64.0,2.0,1,0,0,0,0,0,0,0,0,1
"Torsgatan 48B, 4 tr",8400000,236.0,2023-03-28,70.0,2.5,0,0,0,0,0,0,0,0,0,1
"Robert Almströmsgatan 12, 5 tr",4350000,2028.0,2023-03-28,35.0,2.0,1,0,0,0,0,0,0,0,0,1
"Norrtullsgatan 36, vån4",3450000,1903.0,2023-03-28,33.0,2.0,1,0,0,0,0,0,0,0,0,1
"Upplandsgatan 22, 3tr",13700000,4520.0,2023-03-28,98.0,3.0,1,0,0,1,0,0,0,0,0,1
"Torsgatan 27, 3tr",3000000,1990.0,2023-03-28,29.0,1.0,1,0,0,0,0,0,0,0,0,1
Banérgatan 41,10000000,2935.0,2023-03-28,76.0,3.0,1,0,0,0,0,0,0,1,0,0
Kungsholms strand 171,4000000,2282.0,2023-03-28,41.0,1.0,1,0,0,0,0,1,0,0,0,0
Tomtebogatan 49A,5250000,3257.0,2023-03-28,47.0,2.0,1,0,0,0,0,0,0,0,0,1
"Birkagatan 27, 4 tr",10850000,4259.0,2023-03-28,90.0,3.5,1,0,0,1,0,0,0,0,0,1
David Bagares gata 26 A,10550000,3962.0,2023-03-28,89.0,3.0,1,0,0,1,0,0,1,0,0,0
Krukmakargatan 38,2670000,2141.0,2023-03-28,22.0,1.0,0,0,0,0,0,0,0,0,1,0
"Vintertullstorget 40, 4 / 4 tr",6795000,5308.0,2023-03-28,75.0,3.0,1,0,0,1,0,0,0,0,1,0
"Drottningholmsvägen 1, 3 tr",12700000,6126.0,2023-03-28,118.0,4.0,1,0,0,0,0,1,0,0,0,0
Kommendörsgatan 6,6475000,1950.0,2023-03-28,49.0,2.0,0,0,0,0,0,0,0,1,0,0
Lundagatan 42A,4070000,2105.0,2023-03-28,41.5,2.0,1,0,0,0,0,0,0,0,1,0
"Parkgatan 14, 2 tr",6020000,3753.0,2023-03-28,56.0,2.0,1,0,0,1,0,1,0,0,0,0
"Sveavägen 133, 2tr",6575000,3737.0,2023-03-28,72.0,3.0,1,0,0,0,0,0,0,0,0,1
Artillerigatan 75,4650000,1801.0,2023-03-28,37.0,1.5,1,0,0,0,0,0,0,1,0,0
"Tulegatan 49, 3tr",9750000,4075.0,2023-03-28,91.0,3.5,1,0,0,1,0,0,0,0,0,1
Olof dalins väg 20,3950000,3026.0,2023-03-28,46.0,2.0,1,0,0,1,0,1,0,0,0,0
"Folkungagatan 108, 4 tr",4450000,1266.0,2023-03-28,38.0,2.0,1,0,0,1,0,0,0,0,1,0
Drottningholmsvägen 17,6320000,2457.0,2023-03-28,59.0,2.0,1,0,0,1,0,1,0,0,0,0
Untravägen 23,3325000,3524.0,2023-03-28,44.2,2.0,0,0,0,0,1,0,0,0,0,0
Norra Stationsgatan 64A,3600000,2428.0,2023-03-28,35.0,2.0,1,0,1,1,0,0,0,0,0,1
Nybrogatan 66,4050000,1501.0,2023-03-28,31.0,1.0,1,0,0,0,0,0,0,1,0,0
"Skeppargatan 77, 3 tr",4350000,2483.0,2023-03-28,42.0,2.0,1,0,0,1,1,0,0,0,0,0
Primusgatan 69,6125000,4568.0,2023-03-28,75.5,3.0,1,0,0,1,0,1,0,0,0,0
"Erik Dahlbergsgatan 29A, 5 tr",4550000,2088.0,2023-03-27,33.0,2.0,1,0,0,1,0,0,0,1,0,0
Norra Stationsgatan 95A,7500000,3934.0,2023-03-27,91.0,4.0,1,0,0,1,0,0,0,0,0,1
"Högalidsgatan 31, 2 tr",2600000,2097.0,2023-03-27,26.0,1.0,1,0,0,0,0,0,0,0,1,0
"Ninni Kronbergs gata 10, 2tr",3350000,2506.0,2023-03-27,33.5,1.0,1,0,0,0,0,0,0,0,0,1
Hornsgatan 57B,14100000,2498.0,2023-03-27,146.0,4.0,1,0,0,0,0,0,0,0,1,0
"Johannesgatan 3, 2tr.",8500000,2988.0,2023-03-27,67.0,3.0,1,0,0,1,0,0,0,0,0,1
"Sankt Göransgatan 153, vån 6",2500000,1721.0,2023-03-27,24.5,1.0,1,0,0,0,0,1,0,0,0,0
"Västmannagatan 52, 2tr",3100000,1686.0,2023-03-27,29.0,1.0,1,0,0,1,0,0,0,0,0,1
Flintbacken 6,6465000,4118.0,2023-03-27,80.5,3.0,1,0,0,1,0,0,0,0,1,0
Rindögatan 40,3000000,1695.0,2023-03-27,25.0,1.0,1,0,0,1,1,0,0,0,0,0
Sandelsgatan 35,4400000,2261.0,2023-03-27,36.0,2.0,1,0,0,1,1,0,0,0,0,0
"Hornsgatan 107, 3 tr",5150000,2926.0,2023-03-27,64.0,2.0,1,0,0,1,0,0,0,0,1,0
"Götgatan 99, vån 6 / 6",11350000,3399.0,2023-03-27,133.0,4.5,1,0,0,0,0,0,0,0,1,0
Kungsholms strand 179,4380000,2328.0,2023-03-27,43.0,2.0,1,0,0,0,0,1,0,0,0,0
Brännkyrkagatan 52,7600000,3939.0,2023-03-27,75.0,4.0,1,0,0,0,0,0,0,0,1,0
Tjurbergsgatan 38,3900000,2354.0,2023-03-27,39.0,2.0,1,0,0,0,0,0,0,0,1,0
Tomtebogatan 31,3110000,1153.0,2023-03-27,23.0,1.0,1,0,0,0,0,0,0,0,0,1
"Fleminggatan 73, vån 2",6320000,4334.0,2023-03-27,74.0,2.5,1,0,0,0,0,1,0,0,0,0
Värtavägen 59,2320000,1201.0,2023-03-27,22.0,1.0,0,0,0,0,1,0,0,0,0,0
"Sankt Eriksgatan 24, 2 tr",7350000,1679.0,2023-03-27,76.0,3.0,1,0,0,1,0,1,0,0,0,0
"Norra Agnegatan 38, 2 Tr",6150000,2420.0,2023-03-27,60.0,2.0,1,0,0,1,0,1,0,0,0,0
Sveavägen 99,3900000,1909.0,2023-03-27,38.0,2.0,1,0,0,0,0,0,0,0,0,1
Creutzgatan 11,3580000,2094.0,2023-03-27,37.0,2.0,0,0,0,0,0,1,0,0,0,0
Grevgatan 20,3600000,1499.0,2023-03-27,26.0,1.0,1,0,0,0,0,0,0,1,0,0
Grevgatan 40,4100000,1882.0,2023-03-27,33.0,2.0,0,0,0,0,0,0,0,1,0,0
Gävlegatan 36B,5550000,3393.0,2023-03-27,47.6,2.0,1,0,0,0,0,0,0,0,0,1
Grevgatan 39 med balkong,16330000,5829.0,2023-03-27,142.0,5.0,1,0,0,1,0,0,0,1,0,0
"Norr Mälarstrand 94, 2 tr",3150000,1559.0,2023-03-26,24.0,1.0,1,0,0,1,0,1,0,0,0,0
Fryxellsgatan 3 B ,5725000,2566.0,2023-03-26,61.0,2.0,1,0,0,0,0,0,0,1,0,0
Cardellgatan 4,6200000,3741.0,2023-03-26,53.0,2.0,1,1,0,0,0,0,0,1,0,0
Medborgarplatsen 11,6000000,4578.0,2023-03-26,70.0,3.0,1,0,0,0,0,0,0,0,1,0
"Erstagatan 11, 2tr",4800000,2273.0,2023-03-26,44.0,2.0,0,0,0,0,0,0,0,0,1,0
Riddargatan 29D,7900000,1906.0,2023-03-26,66.0,2.0,0,0,0,1,0,0,0,1,0,0
"Hälsingegatan 61, 4tr",5100000,2501.0,2023-03-26,52.0,2.0,1,0,0,0,0,0,0,0,0,1
"Sara Lidmans gata 4, 6 tr",5850000,2462.0,2023-03-26,68.0,2.0,1,0,0,1,0,1,0,0,0,0
Furusundsgatan 8,3300000,1646.0,2023-03-26,31.0,1.0,1,0,0,1,1,0,0,0,0,0
"Tullgårdsgatan 10, 6 av 6 tr",7700000,3620.0,2023-03-25,74.0,4.0,1,0,0,1,0,0,0,0,1,0
"Adolf fredriks kyrkogata 3, 4tr",6700000,3089.0,2023-03-25,61.0,2.0,1,0,0,1,0,0,0,0,0,1
"Bondegatan 4, 5 / 5 tr",12050000,3285.0,2023-03-25,99.0,3.0,1,0,0,1,0,0,0,0,1,0
Primusgatan 69,6195000,4825.0,2023-03-25,81.0,4.0,1,1,0,0,0,1,0,0,0,0
"Upplandsgatan 64, 2 tr",16250000,5187.0,2023-03-24,143.0,5.0,1,0,0,0,0,0,0,0,0,1
"Melodislingan 46, 2 tr",9400000,5915.0,2023-03-24,81.0,3.0,1,0,0,1,1,0,0,0,0,0
"Timmermansgatan 37, 4 tr",7800000,4593.0,2023-03-24,83.0,3.5,1,0,0,0,0,0,0,0,1,0
Wivalliusgatan 6,11650000,6743.0,2023-03-24,119.5,5.0,0,1,0,1,0,1,0,0,0,0
Strindbergsgatan 51,6675000,2859.0,2023-03-24,61.0,2.5,1,0,0,1,0,0,0,1,0,0
Kungsklippan 12,3000000,2896.0,2023-03-24,30.5,1.0,1,0,0,1,0,1,0,0,0,0
"Fleminggatan 40A, 5 tr",3600000,1990.0,2023-03-24,40.0,1.0,1,0,0,0,0,1,0,0,0,0
"Karlbergsvägen 58, 3½tr",3925000,1196.0,2023-03-24,33.0,1.0,1,0,0,0,0,0,0,0,0,1
"Upplandsgatan 84, 5tr",15000000,2832.0,2023-03-24,118.0,5.0,1,0,0,1,0,0,0,0,0,1
"Katarina Bangata 65, 2tr",2850000,1579.0,2023-03-24,28.0,1.0,1,0,0,1,0,0,0,0,1,0
Erik Dahlbergsgatan 63,10200000,4795.0,2023-03-24,104.0,4.0,1,0,0,1,1,0,0,0,0,0
"Linnégatan 17A, 2 tr",3210000,1326.0,2023-03-24,26.0,1.0,1,0,0,0,0,0,0,1,0,0
Hornsgatan 55A,5850000,2094.0,2023-03-24,53.0,2.0,0,0,0,1,0,0,0,0,1,0
"Tomtebogatan 26A, 3 tr",4525000,1977.0,2023-03-24,39.0,2.0,0,0,0,0,0,0,0,0,0,1
"Surbrunnsgatan 1, 5tr",10500000,2567.0,2023-03-24,78.0,2.0,1,0,0,1,0,0,0,1,0,0
"Maria Skolgata 87, 4 tr",4900000,3118.0,2023-03-24,46.0,2.0,1,0,0,0,0,0,0,0,1,0
"Nybrogatan 57, 3 tr",15375000,5577.0,2023-03-24,115.0,4.0,1,0,0,1,0,0,0,1,0,0
"Sankt Eriksgatan 52A, vån 7",8300000,3087.0,2023-03-24,68.0,2.0,1,0,0,1,0,1,0,0,0,0
Roslagsgatan 26,5080000,2301.0,2023-03-24,55.4,2.0,1,0,0,0,0,0,0,0,0,1
Tyskbagargatan 14,10500000,2824.0,2023-03-24,66.1,3.0,1,0,0,1,0,0,0,1,0,0
Karlavägen 20B,6750000,816.0,2023-03-24,56.0,2.5,1,0,0,1,0,0,0,1,0,0
"Sibyllegatan 31, 4 tr",3800000,907.0,2023-03-24,29.0,1.0,1,1,0,0,0,0,0,1,0,0
Åsögatan 167,6500000,3475.0,2023-03-24,60.0,2.0,0,0,0,1,0,0,0,0,1,0
Strålgatan 21,3150000,2735.0,2023-03-24,39.0,2.0,1,0,0,0,0,1,0,0,0,0
Metargatan 13,7900000,3398.0,2023-03-24,85.0,3.0,0,0,0,1,0,0,0,0,1,0
"Götgatan 101, 5 tr",3450000,1978.0,2023-03-24,38.0,1.5,1,0,0,0,0,0,0,0,1,0
"Tavastgatan 16, vån. 4",5750000,2316.0,2023-03-24,47.0,2.0,1,0,0,1,0,0,0,0,1,0
"Vanadisvägen 11A, 6tr",4600000,1714.0,2023-03-24,47.0,1.0,1,0,0,1,0,0,0,0,0,1
Strålgatan 8,4665000,4807.0,2023-03-24,60.0,2.0,1,0,0,1,0,1,0,0,0,0
Kammakargatan 44A,5430000,1545.0,2023-03-23,46.0,2.0,0,0,0,1,0,0,0,0,0,1
Åsögatan 92,4515000,2560.0,2023-03-23,42.0,2.0,1,0,0,1,0,0,0,0,1,0
"Bjurholmsgatan 14, 2 tr",8600000,0.0,2023-03-23,80.0,3.0,1,0,0,1,0,0,0,0,1,0
Metargatan 15,9400000,5131.0,2023-03-23,96.0,4.0,1,0,0,1,0,0,0,0,1,0
"Luxgatan 7, vån 3",3905000,2821.0,2023-03-23,44.0,2.5,1,0,0,1,0,1,0,0,0,0
"Verkstadsgatan 5, 3 tr",3300000,2245.0,2023-03-23,38.0,1.5,1,0,0,1,0,0,0,0,1,0
"Tegnérgatan 55D, 4tr",5800000,3149.0,2023-03-23,52.1,2.0,1,0,0,1,0,0,0,0,0,1
"Orvar Odds Väg 2, 4tr",3850000,2373.0,2023-03-23,40.0,2.0,1,0,0,1,0,1,0,0,0,0
Tvätterskevägen 6,3150000,2447.0,2023-03-23,40.0,1.5,0,0,0,1,0,1,0,0,0,0
"Norra Stationsgatan 53, 4 tr",7125000,3936.0,2023-03-23,80.0,3.0,1,0,0,1,0,0,0,0,0,1
"Warfvinges Väg 18, vån 2",8230000,5729.0,2023-03-23,88.0,4.0,1,1,0,0,0,1,0,0,0,0
"Primusgatan 82, 5tr",4350000,3076.0,2023-03-23,46.0,2.0,1,0,0,1,0,1,0,0,0,0
Nytorgsgatan 21B,4350000,2107.0,2023-03-23,47.0,2.0,1,0,0,0,0,0,0,0,1,0
"Fyrverkarbacken 42, 8 tr",11000000,3609.0,2023-03-23,123.3,5.0,1,0,0,1,0,1,0,0,0,0
"Karlavägen 82, 6tr",5350000,1457.0,2023-03-23,36.0,2.0,1,0,0,1,0,0,0,1,0,0
"Torsgatan 38, 4 tr",8800000,3811.0,2023-03-23,83.0,3.5,1,0,0,1,0,0,0,0,0,1
"Dalagatan 8, 4 tr",3420000,1513.0,2023-03-23,29.0,1.0,1,0,0,0,0,0,0,0,0,1
"Lanforsvägen 27, vån 1.5",3250000,3172.0,2023-03-23,44.2,2.0,0,0,0,0,1,0,0,0,0,0
"Industrigatan 2A, Vån 2",5410000,2895.0,2023-03-23,53.0,2.0,1,0,0,1,0,1,0,0,0,0
"Sysslomansgatan 24, 2 tr",7750000,5245.0,2023-03-23,89.0,3.0,1,0,0,1,0,1,0,0,0,0
Renstiernas Gata 30,4500000,2726.0,2023-03-23,50.0,2.0,1,0,0,0,0,0,0,0,1,0
"Rindögatan 10, 4tr",3325000,1768.0,2023-03-23,30.0,1.0,1,0,0,1,1,0,0,0,0,0
"Slipgatan 11, 3 tr",3950000,3205.0,2023-03-23,42.0,2.0,1,0,0,1,0,0,0,0,1,0
"Ludvigsbergsgatan 31, 4 tr",10500000,4709.0,2023-03-23,118.0,5.0,1,0,0,1,0,0,0,0,1,0
"Möregatan 7, 2 tr",3450000,2759.0,2023-03-23,37.0,2.0,1,0,0,0,0,0,0,0,1,0
"Sankt Eriksplan 13, (2 våning öv. gård)",4950000,2712.0,2023-03-23,50.0,1.5,1,0,0,1,0,0,0,0,0,1
Vegagatan 18,6850000,4041.0,2023-03-23,68.0,2.0,1,0,0,1,0,0,0,0,0,1
Torsgatan 42B,4600000,2337.0,2023-03-23,39.0,2.0,1,0,0,0,0,0,0,0,0,1
"Tullgårdsgatan 20, 8 & 9 våningen.",9750000,7442.0,2023-03-23,112.0,5.0,1,0,0,1,0,0,0,0,1,0
"Roslagsgatan 28, 8tr",16500000,4425.0,2023-03-22,113.0,4.0,1,0,0,1,0,0,0,0,0,1
"Idungatan 14, 2tr",6700000,2486.0,2023-03-22,58.0,2.0,1,0,0,0,0,0,0,0,0,1
"Brännkyrkagatan 90, 2 tr",7905000,4223.0,2023-03-22,75.0,3.0,1,0,0,1,0,0,0,0,1,0
"Norrtullsgatan 24, 4tr",3080000,803.0,2023-03-22,25.0,1.0,1,0,0,0,0,0,0,0,0,1
Tegelviksgatan 87,8150000,5157.0,2023-03-22,70.0,3.0,1,0,0,1,0,0,0,0,1,0
"Kammakargatan 70, 3 tr",3875000,1928.0,2023-03-22,37.0,1.5,1,0,0,1,0,0,0,0,0,1
"Tomtebogatan 53, 1,5tr.",3950000,1907.0,2023-03-22,33.0,2.0,1,0,0,0,0,0,0,0,0,1
Norrtullsgatan 13,7900000,2472.0,2023-03-22,80.2,3.0,1,0,0,1,0,0,0,0,0,1
Kristinebergsvägen 24,4300000,2482.0,2023-03-22,55.5,2.5,1,1,0,1,0,1,0,0,0,0
"Rödabergsbrinken 7, 4tr",5500000,1770.0,2023-03-22,49.0,2.0,0,0,0,0,0,0,0,0,0,1
"Nordenflychtsvägen 62, vån 7",10775000,4035.0,2023-03-22,108.0,4.0,1,0,0,1,0,1,0,0,0,0
Drottningholmsvägen 9,4300000,1400.0,2023-03-22,55.0,2.0,1,0,0,0,0,1,0,0,0,0
Upplandsgatan 77A,6500000,3183.0,2023-03-22,57.0,2.0,1,0,0,1,0,0,0,0,0,1
Wollmar yxkullsgatan 52B,3870000,2170.0,2023-03-22,38.0,1.0,1,0,0,1,0,0,0,0,1,0
Idungatan 10,3635000,2508.0,2023-03-22,30.0,1.0,0,0,0,1,0,0,0,0,0,1
"Hagagatan 15C, 3tr",8420000,3930.0,2023-03-22,77.0,3.0,1,0,0,1,0,0,0,0,0,1
Fridhemsgatan 41,4400000,1097.0,2023-03-22,42.0,2.0,1,0,0,0,0,1,0,0,0,0
"Bergsundsgatan 16, 4tr",5600000,3783.0,2023-03-22,57.0,2.0,1,0,0,1,0,0,0,0,1,0
"Tulegatan 45, 3 tr",8825000,1295.0,2023-03-22,90.0,4.0,1,0,0,1,0,0,0,0,0,1
"Nybrogatan 23B, 3 tr",21000000,1026.0,2023-03-22,134.0,4.0,1,0,0,1,1,0,0,0,0,0
"Sankt Eriksgatan 41, 5tr",5100000,1375.0,2023-03-22,47.0,3.0,1,0,0,0,0,1,0,0,0,0
Nybrogatan 85,5350000,1950.0,2023-03-22,44.0,2.0,1,0,0,0,0,0,0,1,0,0
Åsögatan 182,3600000,2393.0,2023-03-22,39.0,2.0,1,0,0,0,0,0,0,0,1,0
"Hälsingegatan 8A, 1tr",6550000,2220.0,2023-03-22,59.0,3.0,0,0,0,1,0,0,0,0,0,1
Frejgatan 17,4350000,1888.0,2023-03-22,37.2,2.0,0,0,0,0,0,0,0,0,0,1
Polhemsgatan 5,8330000,3188.0,2023-03-22,76.0,3.0,1,0,0,1,0,1,0,0,0,0
Sankt Göransgatan 70,6830000,2081.0,2023-03-22,75.5,2.5,1,0,0,1,0,1,0,0,0,0
Karlbergsvägen 25B,7340000,2369.0,2023-03-22,61.0,2.0,0,0,0,1,0,0,0,0,0,1
Nina einhorns gata 10,4800000,3091.0,2023-03-22,48.0,2.0,1,0,0,1,0,0,0,0,0,1
Vitalisvägen 3,4000000,2570.0,2023-03-22,47.5,2.0,0,0,0,0,0,1,0,0,0,0
"Garvar Lundins Gränd 9, 3 tr",9750000,4413.0,2023-03-22,86.0,3.5,1,0,0,0,0,1,0,0,0,0
Fågelhundsgatan 16,8050000,5019.0,2023-03-22,92.0,3.0,1,1,0,0,1,0,0,0,0,0
Rörstrandsgatan 38 A,4000000,2143.0,2023-03-21,34.0,2.0,0,1,0,0,0,0,0,0,0,1
"Torbjörn Klockares Gata 21, 4tr.",3495000,1067.0,2023-03-21,32.0,1.0,0,0,0,0,0,0,0,0,0,1
"Kammakargatan 18, 4tr.",3150000,2515.0,2023-03-21,28.0,1.0,1,0,0,0,0,0,0,0,0,1
"Högalidsgatan 48C, gårdsläge",5800000,2607.0,2023-03-21,61.0,2.0,1,1,0,0,0,0,0,0,1,0
"Tegeluddsvägen 30,5 tr Accepterat pris!",2650000,1324.0,2023-03-21,26.0,1.0,1,0,0,1,1,0,0,0,0,0
"Dalagatan 76A, 2tr, ög",3865000,2359.0,2023-03-21,32.0,1.0,0,0,0,1,0,0,0,0,0,1
Essingestråket 19,2900000,1311.0,2023-03-21,35.0,2.0,0,0,0,1,0,1,0,0,0,0
"Dalagatan 8, 4tr",5465000,2661.0,2023-03-21,51.0,2.0,1,0,0,1,0,0,0,0,0,1
"Tjustgatan 5, 6tr",5430000,2030.0,2023-03-21,57.0,2.0,1,0,0,1,0,0,0,0,1,0
Lottens Gata 10,2900000,2302.0,2023-03-21,32.0,1.0,1,0,0,0,0,0,0,0,1,0
Nybrogatan 81,7100000,2679.0,2023-03-21,58.0,2.0,1,0,0,1,0,0,0,1,0,0
"Furusundsgatan 13, 8 av 8tr",5635000,2545.0,2023-03-21,56.0,2.0,1,0,0,1,0,0,0,1,0,0
Rålambsvägen 54,2420000,1536.0,2023-03-21,23.5,1.0,0,0,0,0,0,1,0,0,0,0
Industrigatan 14,6950000,4287.0,2023-03-21,74.0,3.0,1,0,0,1,0,1,0,0,0,0
Malmskillnadsgatan 60B,6835000,3675.0,2023-03-21,61.0,3.0,0,0,0,1,0,0,1,0,0,0
Frödingsvägen 9,3300000,1939.0,2023-03-21,34.0,1.5,0,0,0,0,0,1,0,0,0,0
"Gästrikegatan 7A, 2 tr ög",6040000,2928.0,2023-03-21,48.0,2.0,0,0,0,1,0,0,0,0,0,1
Teknologgatan 9A,14500000,5109.0,2023-03-21,93.0,4.0,1,0,0,1,0,0,0,0,0,1
Roslagsgatan 19B,3850000,909.0,2023-03-21,31.0,1.0,0,0,0,0,0,0,0,0,0,1
Repslagargatan 8,5550000,3907.0,2023-03-21,60.0,2.0,1,0,0,1,0,0,0,0,1,0
Hagaesplanaden 63,7550000,5048.0,2023-03-21,75.5,3.0,1,0,0,1,0,0,0,0,0,1
"Gävlegatan 36B, 6 tr",4400000,2293.0,2023-03-21,32.0,1.5,1,0,0,1,0,0,0,0,0,1
Bondegatan 63,6250000,3291.0,2023-03-21,72.0,2.5,1,0,0,0,0,0,0,0,1,0
"Lilla Bantorget 25, 6tr",11400000,5558.0,2023-03-21,111.0,5.0,1,0,0,1,0,0,0,0,0,1
Siargatan 17,4600000,3009.0,2023-03-21,50.0,2.0,1,0,0,1,0,0,0,0,1,0
Norrtullsgatan 38,2900000,1673.0,2023-03-21,29.0,1.0,1,0,0,1,0,0,0,0,0,1
"Gotlandsgatan 74, vån 4",2995000,2073.0,2023-03-21,28.0,1.0,1,0,0,0,0,0,0,0,1,0
Tomtebogatan 39,3350000,2269.0,2023-03-21,36.0,2.0,0,0,0,0,0,0,0,0,0,1
"Anders Reimers väg 12, 1tr",6250000,4054.0,2023-03-21,60.0,3.0,0,0,0,1,0,0,0,0,1,0
"Fredhällsgatan 9, 2tr",4105000,2617.0,2023-03-21,40.0,2.0,0,0,0,1,0,1,0,0,0,0
"Heleneborgsgatan 9, 6 tr",17600000,5826.0,2023-03-21,158.0,4.0,1,0,0,1,0,0,0,0,1,0
